id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_RoastFish_02,Lubina longeva asada,Roasted Hearty Bass,Perche max grillée,구운 맥스배스,焼きマックスバス,Жареный чудо-окунь,Gegrilde hartenbaars,Aspio vivax cotto,Röst-Maxi-Barsch,烤生命鲈鱼,烤生命鱸魚,Perche max grillée,Lubina vivaz asada,Roasted Hearty Bass
Item_RoastFish_03,Trucha asada,Roasted Trout,Truite grillée,구운 송어,焼きマス,Жареная форель,Gegrilde forel,Trota cotta,Röstforelle,烤鳟鱼,烤鱒魚,Truite grillée,Trucha asada,Roasted Trout
Item_RoastFish_04,Salmón ardoroso asado,Roasted Hearty Salmon,Saumon max grillé,구운 맥스연어,焼きマックスサーモン,Жареная чудо-семга,Gegrilde hartenzalm,Salmone vivax cotto,Röst-Maxi-Lachs,烤生命鲑鱼,烤生命鮭魚,Saumon max grillé,Salmón vivaz asado,Roasted Hearty Salmon
Item_RoastFish_07,Carpa asada,Roasted Carp,Carpe grillée,구운 잉어,焼きゴイ,Жареный сазан,Gegrilde karper,Carpa cotta,Röstkarpfen,烤鲤鱼,烤鯉魚,Carpe grillée,Carpa asada,Roasted Carp
Item_RoastFish_09,Besugo asado,Roasted Porgy,Daurade grillée,구운 도미,焼きダイ,Жареный пагр,Gegrilde brasem,Orata cotta,Röstschnapper,烤鲷鱼,烤鯛魚,Daurade grillée,Dorada asada,Roasted Porgy
Item_RoastFish_13,Caracol aguzado asado,Sneaky River Escargot,Escargot silencio grillé,구운 은밀우렁이,焼きシノビタニシ,Жареный тихоход,Geroosterde sluipslak,Lumaca silente cotta,Röst-Schleichschnecke,烤潜行田螺,烤潛行田螺,Escargot silencio grillé,Caracol sigiloso asado,Sneaky River Escargot
Item_RoastFish_15,Cangrejo asado,Blackened Crab,Crabe grillé,구운 게,焼きガニ,Жареный краб,Geroosterde krab,Granchio cotto,Röstkrabbe,烤螃蟹,烤螃蟹,Crabe grillé,Cangrejo asado,Blackened Crab
Item_RoastFish_16,Arowana asado,Roasted Arowana,Arowana grillé,구운 아로와나,焼きアロワナ,Жареная аравана,Gegrilde arowana,Arowana cotto,Röst-Arowana,烤骨舌鱼,烤骨舌魚,Arowana grillé,Arowana asado,Roasted Arowana
Item_RoastFish_18,Pez cavernario asado,Roasted Cave Fish,Troglodus grillé,구운 동굴어,焼きホラウオ,Жареный пещерный вспышник,Gegrilde grotvis,Cavernario cotto,Röst-Höhlenfisch,烤霍拉鱼,烤霍拉魚,Troglodus grillé,Pez cavernario asado,Roasted Cave Fish
Item_Roast_01,Filete asado,Seared Steak,Viande grillée,구운 짐승 고기,焼きケモノ肉,Жареное филе,Gegrild wild,Carne cotta,Grill-Wild,烤兽肉,烤獸肉,Viande grillée,Carne de caza asada,Seared Steak
Item_Roast_02,Jamoncito de ave asado,Roasted Bird Drumstick,Volaille grillée,구운 새 고기,焼きトリ肉,Жареная ножка,Gegrild gevogelte,Pollame cotto,Grill-Geflügel,烤禽肉,烤禽肉,Volaille grillée,Carne de ave asada,Roasted Bird Drumstick
Item_Roast_03,Manzana asada,Baked Apple,Pomme grillée,구운 사과,焼きリンゴ,Печеное яблоко,Geroosterde appel,Mela cotta,Röstapfel,烤苹果,烤蘋果,Pomme grillée,Manzana asada,Baked Apple
Item_Roast_04,Hongo perenne asado,Toasty Stamella Shroom,Champi enduro grillé,구운 원기버섯,焼きガンバリダケ,Жареный бодренок,Geroosterde pepzwam,Vigorino cotto,Röstausdauerling,烤精力蘑菇,烤精力蘑菇,Champi enduro grillé,Seta vigorosa asada,Toasty Stamella Shroom
Item_Roast_05,Trufa centenaria asada,Toasted Hearty Truffle,Truffe max grillée,구운 맥스트러플,焼きマックストリュフ,Жареный чудо-трюфель,Geroosterde harttruffel,Cuortufo nero cotto,Röst-Trüffel,烤生命松露,烤生命松露,Truffe max grillée,Trufa vivaz asada,Toasted Hearty Truffle
Item_Roast_06,Hongo de Hyrule asado,Toasty Hylian Shroom,Champi d'Hyrule grillé,구운 하이랄버섯,焼きハイラルダケ,Жареный хайруловик,Geroosterde Hyrule-zwam,Hyrulino cotto,Röst-Hyrule-Pilz,烤海拉鲁蘑菇,烤海拉魯蘑菇,Champi d'Hyrule grillé,Seta de Hyrule asada,Toasty Hylian Shroom
Item_Roast_07,Frambuesa asada,Roasted Wildberry,Baie grillée,구운 딸기,焼きイチゴ,Печеная малина,Geroosterde bes,Lampone cotto,Röst-Wildbeere,烤草莓,烤草莓,Baie grillée,Frambuesa asada,Roasted Wildberry
Item_Roast_08,Fruta aislante asada,Roasted Voltfruit,Fruit volt grillé,구운 찌릿찌릿프루트,焼きビリビリフルーツ,Печеный грозалис,Geroosterde schokvrucht,Frutto shock cotto,Röst-Zitterfrucht,烤酥麻水果,烤酥麻水果,Fruit volt grillé,Fruta electro asada,Roasted Voltfruit
Item_Roast_10,Coco asado,Baked Palm Fruit,Noix de coco grillée,구운 야자열매,焼きヤシの実,Печеный кокос,Geroosterde kokosnoot,Noce di palma cotta,Röst-Palmfrucht,烤椰子,烤椰子,Noix de coco grillée,Coco asado,Baked Palm Fruit
Item_Roast_11,Plátanos bélicos asados,Roasted Mighty Bananas,Bananes lame grillées,구운 칼날바나나,焼きツルギバナナ,Печеные бананы,Geroosterde knokbanaan,Bananalame cotte,Röst-Schwertbanane,烤大剑香蕉,烤大劍香蕉,Bananes lame grillées,Plátanos recios asados,Roasted Mighty Bananas
Item_Roast_12,Sandía del oasis asada,Roasted Hydromelon,Melon glagla grillé,구운 썰렁멜론,焼きヒンヤリメロン,Печеный арбуз,Geroosterde watermeloen,Melone fresco cotto,Röst-Frostmelone,烤冰冷蜜瓜,烤冰冷蜜瓜,Melon glagla grillé,Sandía gélida asada,Roasted Hydromelon
Item_Roast_13,Chile abrasador asado,Charred Pepper,Piment grillé,구운 따끈따끈초 열매,焼きポカポカ草の実,Жареный перец,Geroosterde peper,Caldoperone cotto,Röst-Chili,烤暖暖草果,烤暖暖草果,Piment grillé,Baya ígnea asada,Charred Pepper
Item_Roast_15,Calabaza robusta asada,Baked Fortified Pumpkin,Citrouille armo grillée,구운 갑옷호박,焼きヨロイカボチャ,Печеная латная тыква,Geroosterde pompoen,Corazzucca cotta,Röst-Rüstungskürbis,烤铠甲南瓜,烤鎧甲南瓜,Citrouille armo grillée,Calabaza robusta asada,Baked Fortified Pumpkin
Item_Roast_16,Loto vaivén asado,Roasted Lotus Seeds,Fruit de lotus tempo grillé,구운 고고연꽃 열매,焼きゴーゴーハスの実,Печеный прыть-лотос,Geroosterde looplotus,Slancioloto cotto,Röst-Spurtlotos,烤速速莲蓬,烤速速蓮蓬,Fruit de lotus tempo grillé,Semilla de loto asada,Roasted Lotus Seeds
Item_Roast_18,Rábano asado,Roasted Radish,Radis max grillé,구운 순무,焼きラディッシュ,Печеный редис,Geroosterde hartradijs,Cuoranello cotto,Röstrübe,烤小萝卜,烤小蘿蔔,Radis max grillé,Rábano asado,Roasted Radish
Item_Roast_19,Rábano grande asado,Roasted Big Radish,Gros radis max grillé,구운 큰순무,焼き大ラディッシュ,Печеный суперредис,Geroosterde hartradijs XL,Cuoranello grande cotto,Große Röstrübe,烤大萝卜,烤大蘿蔔,Gros radis max grillé,Rábano grande asado,Roasted Big Radish
Item_Roast_24,Zanahoria rauda asada,Roasted Swift Carrot,Carotte tempo grillée,구운 고고당근,焼きゴーゴーニンジン,Печеная прыть-морковь,Geroosterde sprintwortel,Carota sprint cotta,Röst-Spurtkarotte,烤速速胡萝卜,烤速速胡蘿蔔,Carotte tempo grillée,Zanahoria rauda asada,Roasted Swift Carrot
Item_Roast_27,Bulbo arpón asado,Roasted Mighty Thistle,Fleur lame grillée,구운 칼날초,焼きツルギソウ,Жженый клинкоцвет,Geroosterd strijdkruid,Spadacciofo cotto,Röst-Schwertgras,烤大剑草,烤大劍草,Fleur lame grillée,Bulbo recio asado,Roasted Mighty Thistle
Item_Roast_28,Bulbo del amparo asado,Roasted Armoranth,Fleur armo grillée,구운 갑옷초,焼きヨロイソウ,Жженый латноцвет,Geroosterd schutkruid,Carapacciofo cotto,Röst-Rüstgras,烤铠甲草,烤鎧甲草,Fleur armo grillée,Bulbo robusto asado,Roasted Armoranth
Item_Roast_31,Hongo gélido asado,Toasty Chillshroom,Champi glagla grillé,구운 썰렁버섯,焼きヒンヤリダケ,Жареный подморозовик,Geroosterde koelzwam,Ghiaccino cotto,Röstfrostling,烤冰冷蘑菇,烤冰冷蘑菇,Champi glagla grillé,Seta gélida asada,Toasty Chillshroom
Item_Roast_32,Hongo solar asado,Toasty Sunshroom,Champi piment grillé,구운 따끈따끈버섯,焼きポカポカダケ,Жареный жаромор,Geroosterde hittezwam,Caldoncello cotto,Röstglutling,烤暖暖蘑菇,烤暖暖蘑菇,Champi piment grillé,Seta ígnea asada,Toasty Sunshroom
Item_Roast_33,Hongo vatio asado,Toasty Zapshroom,Champi volt grillé,구운 찌릿찌릿버섯,焼きビリビリダケ,Жареный грозовик,Geroosterde schokzwam,Fulminaccio cotto,Röstzitterling,烤酥麻蘑菇,烤酥麻蘑菇,Champi volt grillé,Seta electro asada,Toasty Zapshroom
Item_Roast_36,Hongo vertiginoso asado,Toasty Rushroom,Champi tempo grillé,구운 고고버섯,焼きゴーゴーダケ,Жареный прытковик,Geroosterde sprintzwam,Scattola cotta,Röstspurtling,烤速速蘑菇,烤速速蘑菇,Champi tempo grillé,Seta rauda asada,Toasty Rushroom
Item_Roast_37,Hongo tajado asado,Toasty Razorshroom,Champi lame grillé,구운 칼날버섯,焼きツルギダケ,Жареный клинковик,Geroosterde zwaardzwam,Spadarolo cotto,Röstschwertling,烤大剑蘑菇,烤大劍蘑菇,Champi lame grillé,Seta recia asada,Toasty Razorshroom
Item_Roast_38,Hongo férreo asado,Toasty Ironshroom,Champi armo grillé,구운 갑옷버섯,焼きヨロイダケ,Жареный латновик,Geroosterde schildzwam,Chiodone cotto,Röstrüstling,烤铠甲蘑菇,烤鎧甲蘑菇,Champi armo grillé,Seta robusta asada,Toasty Ironshroom
Item_Roast_39,Hongo acechador asado,Toasty Silent Shroom,Champi silencio grillé,구운 은밀버섯,焼きシノビダケ,Жареная скрытоежка,Geroosterde sluipzwam,Furtivolo cotto,Röstschleichling,烤潜行蘑菇,烤潛行蘑菇,Champi silencio grillé,Seta sigilosa asada,Toasty Silent Shroom
Item_Roast_40,Bistec asado,Seared Prime Steak,Viande fine grillée,구운 상급 짐승 고기,焼き上ケモノ肉,Жареный огузок,Gegrild wild XL,Carne cotta XL,Grill-Edelwild,烤高级兽肉,烤高級獸肉,Viande fine grillée,Carne de caza XL asada,Seared Prime Steak
Item_Roast_41,Muslo de ave asado,Roasted Bird Thigh,Volaille fine grillée,구운 상급 새 고기,焼き上トリ肉,Жареный окорок,Gegrild gevogelte XL,Pollame cotto XL,Grill-Edelgeflügel,烤高级禽肉,烤高級禽肉,Volaille fine grillée,Carne de ave XL asada,Roasted Bird Thigh
Item_Roast_45,Pierna asada,Seared Gourmet Steak,Viande divine grillée,구운 특급 짐승 고기,焼き極上ケモノ肉,Жареная рулька,Gegrild wild XXL,Carne cotta XXL,Grill-Luxuswild,烤顶级兽肉,烤頂級獸肉,Viande divine grillée,Carne de caza XXL asada,Seared Gourmet Steak
Item_Roast_46,Ave entera asada,Roasted Whole Bird,Volaille divine grillée,구운 특급 새 고기,焼き極上トリ肉,Жареная тушка,Gegrild gevogelte XXL,Pollame cotto XXL,Grill-Luxusgeflügel,烤顶级禽肉,烤頂級禽肉,Volaille divine grillée,Carne de ave XXL asada,Roasted Whole Bird
Item_Roast_48,Bellota asada,Roasted Acorn,Gland grillé,구운 도토리,焼きどんぐり,Жареный желудь,Geroosterde eikel,Ghianda cotta,Rösteichel,烤橡子,烤橡子,Gland grillé,Bellota asada,Roasted Acorn
Item_Roast_49,Trufa milenaria asada,Toasted Big Hearty Truffle,Grosse truffe max grillée,구운 큰맥스트러플,焼き大マックストリュフ,Жареный супертрюфель,Geroosterde harttruffel XL,Cuortufo bianco cotto,Röst-Edeltrüffel,烤大生命松露,烤大生命松露,Grosse truffe max grillée,Trufón vivaz asado,Toasted Big Hearty Truffle
Item_Roast_50,Zanahoria briosa asada,Roasted Endura Carrot,Carotte vigueur grillée,구운 활력당근,焼きガッツニンジン,Печеная жив-морковь,Geroosterde boostwortel,Briocarota cotta,Röst-Fitkarotte,烤毅力胡萝卜,烤毅力胡蘿蔔,Carotte vigueur grillée,Zanahoria briosa asada,Roasted Endura Carrot
Item_Roast_51,Huevo asado,Campfire Egg,Œuf grillé,구운 알,焼きタマゴ,Печеное яйцо,Geroosterd ei,Uovo cotto,Röst-Ei,烤蛋,烤蛋,Œuf grillé,Huevo frito,Campfire Egg
Item_Roast_52,Fruto de árbol asado,Roasted Tree Nut,Fruit grillé,구운 나무 열매,焼き木の実,Жареный орех,Geroosterd vogelzaad,Nocciola cotta,Röstkastanie,烤树果,烤樹果,Fruit grillé,Fruto de árbol asado,Roasted Tree Nut
Item_Roast_53,Hongo duradero asado,Toasty Endura Shroom,Champi vigueur grillé,구운 활력버섯,焼きガッツダケ,Жареная живушка,Geroosterde boostzwam,Gagliardello cotto,Röstfittling,烤毅力蘑菇,烤毅力蘑菇,Champi vigueur grillé,Seta briosa asada,Toasty Endura Shroom
Item_Roast_54,Tomates hylianos asados,Roasted Hylian Tomato,Grappe de tomates grillées,구운 하이랄토마토,焼きハイラルトマト,Жареный хайрульский помидор,Geroosterde Hyrule-tomaten,Pomodorini di Hyrule cotti,Röst-Hyrule-Tomate,烤海拉鲁番茄,烤海拉魯番茄,Grappe de tomates grillées,Tomates hylianos asados,Roasted Hylian Tomato
Item_Roast_55,Calabaza luminosa asada,Baked Sun Pumpkin,Citrouille radieuse grillée,구운 해품이호박,焼きヒダマリカボチャ,Печеная солнечная тыква,Geroosterde zonpompoen,Eliozucca cotta,Röst-Sonnenkürbis,烤向阳南瓜,烤向陽南瓜,Citrouille radieuse grillée,Calabaza luminosa asada,Baked Sun Pumpkin
Item_Roast_56,Hongo celeste asado,Toasty Skyshroom,Champi céleste grillé,구운 하늘버섯,焼きソラダケ,Жареный небовичок,Geroosterde hemelzwam,Celestiolo cotto,Röst-Himmelspilz,烤天空蘑菇,烤天空蘑菇,Champi céleste grillé,Seta celeste asada,Toasty Skyshroom
Item_Roast_58,Hongo luminoso asado,Toasty Brightcap,Champi lumos grillé,구운 조명버섯,焼きアカリダケ,Жареный подсветиновик,Geroosterde glimzwam,Lucentino cotto,Röst-Leuchtpilz,烤光亮蘑菇,烤光亮蘑菇,Champi lumos grillé,Seta luminosa asada,Toasty Brightcap
Item_Roast_59,Manzana dorada asada,Baked Golden Apple,Pomme dorée grillée,구운 황금 사과,金の焼きリンゴ,Жареное золотое яблоко,Geroosterde gouden appel,Mela dorata cotta,Röst-Goldapfel,烤金苹果,烤金蘋果,Pomme dorée grillée,Manzana dorada asada,Baked Golden Apple

SpObj_BalloonEnvelope_A_01,Globo aerostático,Balloon,Montgolfière,열기구,熱気球,Воздушный шар,Heteluchtballon,Aeroglobo,Heißluftballon,热气球,熱氣球,Montgolfière,Globo aerostático,Balloon
SpObj_Beamos_A_01,Fotocéfalo,Beam Emitter,Lance-laser,광선 머리,光線の頭,Лазер,Laserkanon,Fotocefalo,Laserwerfer,光线头,光線頭,Lance-laser,Fotocéfalo,Beam Emitter
SpObj_Cannon_A_01,Cañón,Cannon,Canon,대포,大砲,Пушка,Kanon,Cannone,Kanone,大炮,大炮,Canon,Cañón,Cannon
SpObj_Cart_A_01,Transportador,Cart,Convoyeur,수레,台車,Тележка,Platte kar,Vettore,Transporter,平台车,平台車,Convoyeur,Transportador,Cart
SpObj_Chaser_A_01,Autotransportador,Homing Cart,Convoyeur autoguidé,추적 수레,追跡台車,Автономный бот,Doelzoekend voertuig,Vettore automatico,Automatik-Transporter,追踪平台车,追蹤平台車,Convoyeur autoguidé,Autotransportador,Homing Cart
SpObj_ControlStick_A_01,Timón,Steering Stick,Gouvernail,조종간,操縦桿,Штурвал,Stuurtoestel,Cloche,Lenkelement,操纵杆,操縱桿,Gouvernail,Timón,Steering Stick
SpObj_CookSetOnFire_A_01,Cacerola portátil,Portable Pot,Marmite de voyage,휴대 냄비,携帯鍋,Переносной казан,Reiskookpan,Pentolone portatile,Reisekochtopf,便携锅,便攜鍋,Marmite de voyage,Cacerola portátil,Portable Pot
SpObj_ElectricBoxGenerator,Electrocéfalo,Shock Emitter,Lance-foudre,뇌룡의 머리,雷龍の頭,Шокер,Bliksemwerper,Elettrocefalo,Blitzwerfer,雷龙头,雷龍頭,Lance-foudre,Electrocéfalo,Shock Emitter
SpObj_EnergyBank_A_01,Batería extra,Battery,Batterie,스페어 배터리,スペアバッテリー,Батарея,Batterij,Batteria di scorta,Ersatzbatterie,备用电池,備用電池,Batterie de rechange,Batería extra,Battery
SpObj_EnergyBank_A_02,Superbatería extra,Big Battery,Batterie haute capacité,대용량 배터리,大容量バッテリー,Расширенная батарея,Extra krachtige batterij,Superbatteria di scorta,Hochleistungsbatterie,大容量电池,大容量電池,Batterie haute capacité,Superbatería extra,Big Battery
SpObj_FastWheel_A_01,Rueda pequeña,Small Wheel,Roulette,작은 타이어,小さなタイヤ,Маленькое колесо,Klein wiel,Ruota piccola,Rädchen,小轮胎,小輪胎,Roulette,Rueda pequeña,Small Wheel
SpObj_SwitchWheel_B_01,Rueda grande,Big Wheel,Roue,커다란 타이어,大きなタイヤ,Большое колесо,Groot wiel,Ruota grande,Rad,大轮胎,大輪胎,Roue,Rueda grande,Big Wheel
SpObj_FlameThrower_A_01,Igneocéfalo,Flame Emitter,Lance-flamme,화룡의 머리,火龍の頭,Огнемет,Vlammenwerper,Ignicefalo,Flammenwerfer,火龙头,火龍頭,Lance-flamme,Igneocéfalo,Flame Emitter
SpObj_FlashLight_A_01,Foco,Light,Projecteur,라이트,ライト,Прожектор,Lamp,Luce,Scheinwerfer,灯,燈,Projecteur,Foco,Light
SpObj_FloatingStone_A_01,Bloque flotante,Hover Stone,Plateforme lévitante,부유석,浮遊石,Летающий камень,Zweefsteen,Pietra fluttuante,Schwebestein,浮游石,浮遊石,Plateforme lévitante,Bloque flotante,Hover Stone
SpObj_GolemHead_A_01,Cabeza de gólem,Construct Head,Tête de Golem,골렘의 머리,ゴーレムの頭,Голова голема,Zonoïdekop,Testa di golem,Konstruktkopf,魔像的头部,魔像的頭部,Tête de Golem,Cabeza de gólem,Construct Head
SpObj_LiftGeneratorWing_A_01,Planeador,Wing,Planeur,날개,翼,Параплан,Draagvleugel,Aliante,Gleiter,翼,翼,Planeur,Planeador,Wing
SpObj_WaterPump_A_01,Hidrante,Hydrant,Déverseur,소화전,放水柱,Гидрант,Brandkraan,Idrante,Hydrant,放水栓,放水栓,Déverseur,Hidrante,Hydrant
SpObj_LightMirror_A_01,Espejo,Mirror,Miroir,거울,鏡,Отражатель,Spiegel,Specchio,Spiegel,镜子,鏡子,Miroir,Espejo,Mirror
SpObj_Pile_A_01,Estaca,Stake,Pieu,말뚝,杭,Кол,Staak,Paletto,Pfosten,桩,樁,Pieu,Estaca,Stake
SpObj_Rocket_A_01,Cohete,Rocket,Propulseur,로켓,ロケット,Ракета,Raket,Razzo,Rakete,火箭,火箭,Propulseur,Cohete,Rocket
SpObj_SlipBoard_A_01,Deslizador,Sled,Glisseur,썰매,ソリ,Сани,Slee,Slitta,Schlitten,滑橇,滑橇,Glisseur,Deslizador,Sled
SpObj_SnowMachine_A_01,Criocéfalo,Frost Emitter,Lance-glace,빙룡의 머리,氷龍の頭,Морозитель,Vrieswindwerper,Criocefalo,Frostwerfer,冰龙头,冰龍頭,Lance-glace,Criocéfalo,Frost Emitter
SpObj_SpringPiston_A_01,Resorte,Spring,Ressort,스프링,バネ,Пружина,Veer,Molla,Sprungfeder,弹簧,彈簧,Ressort,Resorte,Spring
SpObj_TiltingDoll_A_01,Estabilizador,Stabilizer,Balancier,오뚝이,おきあがりこぼし,Неваляшка,Wiebelpop,Sempreinpiedi,Stehaufmännchen,不倒翁,不倒翁,Ramponeau,Tentetieso,Stabilizer
SpObj_TimerBomb_A_01,Bomba de tiempo,Time Bomb,Bombe à retardement,타이머 폭탄,タイマーバクダン,Часовая бомба,Tijdbom,Bomba a orologeria,Zeitbombe,计时炸弹,計時炸彈,Bombe à retardement,Bomba con temporizador,Time Bomb
SpObj_WindGenerator_A_01,Turbina,Fan,Turbine,선풍기,扇風機,Пропеллер,Blazer,Turbina,Ventilator,风扇机,風扇機,Turbine,Turbina,Fan

CaveMasterMedal,Emblema de fantasmo,Bubbul Gem,Cristal d'Elusis,마요이의 유실물,マヨイの落とし物,Дар пещерной пипы,Bubbul-kikkerkristal,Emblema di rospettro,Mayoi-Signum,魔犹伊的遗失物,魔猶伊的遺失物,Cristal d'Elusis,Emblema de fantasmo,Bubbul Gem
Energy_Material_01,Cristal energético zonnan,Crystallized Charge,Cristal d'énergie Soneau,조나우 에너지 결정,ゾナウエネルギーの結晶,Зонарокристалл,Zonaniumkristal,Cristallo di energia Zonau,Sonau-Energiekristall,左纳乌能源结晶,左納烏能源結晶,Cristal d'énergie soneau,Cristal energético zonnan,Crystallized Charge
Energy_Material_03,Gran cristal energético zonnan,Large Crystallized Charge,Grand cristal d'énergie Soneau,커다란 조나우 에너지 결정,ゾナウエネルギーの大結晶,Крупный зонарокристалл,Groot zonaniumkristal,Cristallo di energia Zonau XL,Großer Sonau-Energiekristall,左纳乌能源大结晶,左納烏能源大結晶,Grand cristal d'énergie soneau,Gran cristal energético zonnan,Large Crystallized Charge
Energy_Material_04,Megacristal energético zonnan,Huge Crystallized Charge,Énorme cristal d'énergie Soneau,거대한 조나우 에너지 결정,ゾナウエネルギーの特大結晶,Огромный зонарокристалл,Reuzenzonaniumkristal,Cristallo di energia Zonau XXL,Enormer Sonau-Energiekristall,左纳乌能源特大结晶,左納烏能源特大結晶,Énorme cristal d'énergie soneau,Megacristal energético zonnan,Huge Crystallized Charge
GameRomHorseReins_01,Brida de viajero,Traveler's Bridle,Licou de voyage,여행자의 고삐,旅人の手綱,Походная узда,Reizigershoofdstel,Briglie da viandante,Reisezaumzeug,旅人缰绳,旅人韁繩,Filet de voyage,Brida de viajero,Traveler's Bridle
GameRomHorseReins_02,Brida real,Royal Bridle,Licou royal,왕가의 고삐,王家の手綱,Королевская узда,Koninklijk hoofdstel,Briglie reali,Königszaumzeug,王族缰绳,王族韁繩,Filet royal,Brida real,Royal Bridle
GameRomHorseReins_03,Brida de caballero,Knight's Bridle,Licou martial,기사의 고삐,騎士の手綱,Рыцарская узда,Riddershoofdstel,Briglie da cavaliere,Ritterzaumzeug,骑士缰绳,騎士韁繩,Filet martial,Brida de caballero,Knight's Bridle
GameRomHorseReins_04,Brida monstruosa,Monster Bridle,Licou monstrueux,몬스터의 고삐,マモノの手綱,Монстроузда,Monsterhoofdstel,Briglie da mostro,Monsterzaumzeug,怪物缰绳,怪物韁繩,Filet monstrueux,Brida monstruosa,Monster Bridle
GameRomHorseReins_05,Brida elegante,Extravagant Bridle,Licou d'apparat,화려한 고삐,ゴージャスな手綱,Роскошная узда,Paradehoofdstel,Briglie cerimoniali,Schmuckzaumzeug,奢华缰绳,奢華韁繩,Filet d'apparat,Brida elegante,Extravagant Bridle
GameRomHorseSaddle_01,Silla de viajero,Traveler's Saddle,Selle de voyage,여행자의 안장,旅人のくら,Походное седло,Reizigerszadel,Sella da viandante,Reisesattel,旅人马鞍,旅人馬鞍,Selle de voyage,Silla de viajero,Traveler's Saddle
GameRomHorseSaddle_02,Silla real,Royal Saddle,Selle royale,왕가의 안장,王家のくら,Королевское седло,Koninklijk zadel,Sella reale,Königssattel,王族马鞍,王族馬鞍,Selle royale,Silla real,Royal Saddle
GameRomHorseSaddle_03,Silla de caballero,Knight's Saddle,Selle martiale,기사의 안장,騎士のくら,Рыцарское седло,Ridderzadel,Sella da cavaliere,Rittersattel,骑士马鞍,騎士馬鞍,Selle martiale,Silla de caballero,Knight's Saddle
GameRomHorseSaddle_04,Silla monstruosa,Monster Saddle,Selle monstrueuse,몬스터의 안장,マモノのくら,Монстроседло,Monsterzadel,Sella da mostro,Monstersattel,怪物马鞍,怪物馬鞍,Selle monstrueuse,Silla monstruosa,Monster Saddle
GameRomHorseSaddle_05,Silla elegante,Extravagant Saddle,Selle d'apparat,화려한 안장,ゴージャスなくら,Роскошное седло,Paradezadel,Sella cerimoniale,Schmucksattel,奢华马鞍,奢華馬鞍,Selle d'apparat,Silla elegante,Extravagant Saddle
GameRomHorseSaddle_07,Arnés de carga,Towing Harness,Harnais d'attelage,견인 하네스,ひっぱりハーネス,Тяговая сбруя,Sleeptuig,Bardatura da tiro,Geschirr,牵引挽具,牽引挽具,Harnais d'attelage,Arnés de tiro,Towing Harness
Item_StableHostelAccommodationCoupon_A,Cupón por una estancia,Sleepover Ticket,Bon pour une nuit gratuite,마구간 숙박권,馬宿 宿泊券,Конюшенный купон,Bedbon,Buono dello stallaggio,Übernachtungsgutschein,驿站住宿券,驛站住宿券,Bon pour une nuit gratuite,Vale por una estancia,Sleepover Ticket
KeySmall,Llave pequeña,Small Key,Petite clé,작은 열쇠,小さな鍵,Маленький ключ,Kleine sleutel,Piccola chiave,Kleiner Schlüssel,小钥匙,小鑰匙,Petite clé,Llave pequeña,Small Key
MinusRupee_00,Poe,Poe,Esprit,포우,ポゥ,Духат,Poe,Poo,Irrlicht,魄,魄,Esprit,Poe,Poe
MinusRupee_01,Poe grande,Large Poe,Grand esprit,데그포우,デグポゥ,Большой духат,Grote Poe,Poo grosso,Irrlicht (groß),大魄,大魄,Grand esprit,Poe grande,Large Poe
MinusRupee_02,Poe enorme,Grand Poe,Esprit démesuré,그랑포우,グランポゥ,Огромный духат,Enorme Poe,Poo enorme,Irrlicht (sehr groß),特大魄,特大魄,Esprit démesuré,Poe enorme,Grand Poe
Obj_AutoBuilderDraftAssassin_00,Esquemas del clan Yiga,Yiga Schematic,Plan d'assemblage Yiga,이가단의 설계도,イーガ団の設計図,Чертеж клана Ига,Yiga-schetsboek,Schema Yiga,Yiga-Bauplan,依盖队设计图,依蓋隊設計圖,Plan d'assemblage yiga,Esquemas del clan Yiga,Yiga Schematic
Obj_AutoBuilderDraft_00,Grabado esquemático,Schema Stone,Gravure d'assemblage,설계도 석판,設計図の石板,Плитка с чертежом,Blauwdruktablet,Lastra schema,Bauplan-Steinplatte,设计图石板,設計圖石板,Gravure d'assemblage,Grabado esquemático,Schema Stone
Obj_Camera,Cámara,Camera,Appareil photo,사진기,ウツシエ,Фотоаппарат,Foto's,Scattaimmagini,Fotomodul,照相机,照相機,Appareil photo,Cámara de fotos,Camera
Obj_CaveWellHonor_00,Trofeo de espeleólogo,All's Well,Trophée de l'expert des puits,우물 순례 기념품,井戸巡りの記念品,Награда за изучение колодцев,Puttenbeloning,Premio dei pozzi,Brunnenbelohnung,周游列井的纪念品,周遊列井的記念品,Trophée de l'expert des puits,Trofeo de espeleólogo,All's Well
Obj_CheckPointHonor_00,Insignia de la luz,Dispelling Darkness Medal,Emblème de la lumière,어둠을 극복한 증표,闇を克服した証,Награда за рассеивание тьмы,Blijk van het verdrijven van de duisternis,Simbolo della vittoria sull'oscurità,Lichtbringer-Orden,通过黑暗的证明,通過黑闇的證明,Emblème de la lumière,Insignia de la luz,Dispelling Darkness Medal
Obj_DRStone_Get,Tableta de Prunia,Purah Pad,Tablette Pru'ha,프루아패드,プルアパッド,Пураншет,Purah-tablet,Tavoletta di Pruna,PurahPad,普尔亚平板,普爾亞平板,Tablette Pru'ha,Tableta de Prunia,Purah Pad
